name,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01
American Truck Simulator,3.0,55.0,10.0,5.0,7.0,7.0,7.0,7.0,9.0,6.0,4.0,5.0,6.0,4.0,5.0,6.0,5.0,10.0,5.0,5.0,5.0,6.0,8.0,6.0,7.0,19.0,5.0,7.0,5.0,17.0,10.0,7.0,6.0,21.0,8.0,8.0,6.0,8.0,6.0,4.0,8.0,14.0,11.0,5.0,5.0,7.0,13.0,10.0,5.0,10.0,9.0,10.0,10.0,7.0,13.0,6.0,5.0,14.0,12.0,17.0,9.0,9.0,10.0
Amnesia: Rebirth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,18.0,7.0,6.0,3.0,4.0
Among Us,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,2.0,7.0,46.0,601.0,653.0,663.0,434.0,352.0,225.0,342.0
Ancestors: The Humankind Odyssey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,27.0,6.0,4.0,9.0,5.0,4.0,2.0,4.0,3.0,3.0,2.0,5.0,9.0,3.0,2.0,3.0,6.0,3.0,2.0
Animal Crossing: New Horizons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,358.0,211.0,82.0,52.0,70.0,67.0,28.0,52.0,43.0,64.0,32.0,42.0,41.0
Anno 1800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,285.0,179.0,2.0,383.0,90.0,25.0,19.0,22.0,26.0,17.0,13.0,47.0,25.0,15.0,51.0,37.0,22.0,29.0,15.0,14.0,14.0,69.0,32.0,25.0,24.0,39.0,28.0
Anthem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.0,387.0,104.0,14.0,9.0,6.0,5.0,8.0,7.0,5.0,6.0,6.0,5.0,7.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0
Apex Legends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1119.0,665.0,282.0,176.0,152.0,316.0,248.0,201.0,353.0,151.0,133.0,158.0,350.0,311.0,196.0,290.0,190.0,145.0,199.0,135.0,135.0,280.0,189.0,206.0,397.0,358.0
ArcheAge: Unchained,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,6.0,5.0,3.0,5.0,6.0,7.0,3.0,3.0,2.0,2.0,3.0,6.0,4.0,3.0,2.0,8.0,4.0
Arma 3,43.0,51.0,58.0,67.0,73.0,62.0,71.0,65.0,66.0,69.0,68.0,92.0,105.0,93.0,107.0,69.0,73.0,72.0,63.0,55.0,67.0,55.0,55.0,65.0,68.0,49.0,53.0,56.0,65.0,58.0,51.0,52.0,60.0,55.0,42.0,43.0,41.0,47.0,52.0,49.0,56.0,44.0,40.0,37.0,34.0,42.0,32.0,35.0,29.0,51.0,70.0,68.0,51.0,38.0,33.0,36.0,34.0,36.0,35.0,35.0,46.0,45.0,45.0
Art,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,27.0,33.0,28.0,32.0,30.0,33.0,34.0,36.0,35.0,37.0,34.0,36.0,40.0,33.0,34.0,43.0,47.0,54.0,62.0,53.0,56.0,48.0,57.0,55.0,58.0,63.0,63.0,83.0,77.0,69.0
Artifact,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,75.0,23.0,7.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
Assassin's Creed Valhalla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0,1.0,1.0,608.0,159.0,65.0,41.0,34.0
Assassin's Creed: Odyssey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,154.0,43.0,28.0,27.0,16.0,22.0,27.0,21.0,19.0,22.0,17.0,19.0,17.0,12.0,13.0,17.0,17.0,28.0,43.0,34.0,30.0,26.0,24.0,17.0,23.0,28.0,15.0,13.0,13.0,12.0
Assassin's Creed: Origins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,121.0,96.0,24.0,30.0,16.0,24.0,13.0,9.0,10.0,9.0,9.0,11.0,13.0,9.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,5.0,5.0,6.0,6.0,9.0,9.0,10.0,13.0,11.0,8.0,7.0,10.0,8.0,11.0,6.0,7.0,7.0,9.0
Assetto Corsa Competizione,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,8.0,5.0,4.0,4.0,2.0,4.0,5.0,16.0,8.0,4.0,8.0,7.0,7.0,6.0,7.0,6.0,10.0,16.0,16.0,23.0,25.0,25.0,23.0,28.0,24.0,31.0,42.0,54.0,63.0,54.0
Atlas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,101.0,38.0,16.0,19.0,16.0,12.0,10.0,12.0,11.0,17.0,16.0,21.0,19.0,22.0,14.0,8.0,10.0,10.0,14.0,14.0,10.0,11.0,10.0,10.0,14.0,10.0,9.0
Attack on Titan,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,11.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
Auto Chess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,39.0,37.0,27.0,10.0,7.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,7.0,4.0
BATTLETECH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,35.0,13.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,5.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,6.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0
Back 4 Blood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,1.0,1.0,0.0
Baldur's Gate 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53.0,8.0,6.0,4.0,5.0,6.0
Battalion 1944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,69.0,7.0,6.0,2.0,2.0,5.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,15.0,24.0,14.0,7.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0
Battleborn,1.0,0.0,1.0,21.0,32.0,6.0,5.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Battlefield 1,0.0,0.0,0.0,0.0,4.0,1.0,9.0,298.0,222.0,230.0,117.0,72.0,73.0,51.0,51.0,46.0,42.0,35.0,32.0,38.0,43.0,34.0,25.0,26.0,33.0,28.0,26.0,25.0,31.0,36.0,28.0,29.0,27.0,35.0,24.0,11.0,8.0,8.0,8.0,7.0,8.0,10.0,8.0,10.0,9.0,10.0,8.0,8.0,8.0,9.0,9.0,7.0,7.0,8.0,7.0,7.0,8.0,9.0,10.0,9.0,15.0,14.0,11.0
Battlefield 4,28.0,29.0,25.0,28.0,44.0,44.0,32.0,39.0,39.0,30.0,11.0,11.0,17.0,19.0,16.0,15.0,14.0,14.0,16.0,16.0,16.0,14.0,14.0,11.0,15.0,17.0,18.0,19.0,22.0,21.0,17.0,13.0,13.0,14.0,13.0,11.0,13.0,12.0,11.0,12.0,12.0,10.0,12.0,11.0,11.0,12.0,9.0,12.0,12.0,16.0,11.0,12.0,11.0,8.0,10.0,11.0,15.0,10.0,9.0,10.0,16.0,17.0,20.0
Battlefield V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,39.0,16.0,29.0,256.0,2.0,213.0,122.0,81.0,56.0,264.0,93.0,51.0,41.0,38.0,38.0,43.0,54.0,60.0,37.0,27.0,41.0,43.0,33.0,20.0,20.0,21.0,22.0,24.0,25.0,24.0,24.0,27.0,30.0,31.0
Battlerite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,18.0,6.0,10.0,7.0,7.0,5.0,5.0,3.0,5.0,8.0,3.0,7.0,4.0,30.0,19.0,10.0,10.0,15.0,11.0,10.0,7.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0
Battlerite Royale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,34.0,17.0,12.0,7.0,7.0,6.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0
BioShock: The Collection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,5.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,6.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0
Black Desert Online,0.0,53.0,75.0,19.0,14.0,9.0,11.0,9.0,9.0,13.0,13.0,15.0,21.0,15.0,20.0,18.0,20.0,28.0,28.0,25.0,22.0,20.0,15.0,21.0,26.0,28.0,26.0,27.0,39.0,27.0,25.0,20.0,20.0,23.0,21.0,25.0,31.0,29.0,27.0,25.0,24.0,24.0,25.0,30.0,29.0,23.0,20.0,23.0,31.0,42.0,34.0,30.0,26.0,25.0,24.0,23.0,38.0,28.0,27.0,54.0,38.0,30.0,45.0
Blade & Soul,81.0,44.0,36.0,12.0,9.0,11.0,7.0,9.0,8.0,8.0,8.0,8.0,8.0,11.0,12.0,14.0,10.0,10.0,8.0,7.0,14.0,15.0,13.0,16.0,13.0,13.0,12.0,11.0,11.0,11.0,12.0,11.0,14.0,10.0,10.0,10.0,7.0,11.0,11.0,13.0,12.0,14.0,9.0,9.0,16.0,9.0,8.0,8.0,8.0,11.0,10.0,7.0,7.0,8.0,7.0,5.0,4.0,6.0,4.0,5.0,4.0,5.0,9.0
Blair Witch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,45.0,25.0,12.0,7.0,6.0,6.0,5.0,7.0,9.0,5.0,5.0,7.0,6.0,104.0,50.0,6.0,6.0,8.0,6.0
Bless Online,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,5.0,138.0,43.0,8.0,3.0,4.0,7.0,5.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bloodborne,0.0,12.0,16.0,10.0,10.0,7.0,7.0,8.0,7.0,8.0,9.0,8.0,11.0,9.0,8.0,10.0,9.0,8.0,7.0,8.0,10.0,8.0,8.0,10.0,12.0,8.0,31.0,17.0,13.0,10.0,8.0,9.0,8.0,9.0,7.0,9.0,11.0,10.0,10.0,9.0,8.0,9.0,7.0,10.0,7.0,8.0,7.0,9.0,9.0,11.0,11.0,8.0,10.0,9.0,10.0,11.0,10.0,8.0,11.0,10.0,11.0,12.0,12.0
Bloons TD 6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,6.0,11.0,27.0,22.0,16.0,10.0,12.0,15.0,12.0,10.0,7.0,9.0,25.0,71.0,30.0,31.0
Borderlands,0.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,5.0,3.0,5.0,7.0,3.0,4.0,4.0,4.0,3.0,7.0,5.0,4.0,7.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,8.0,29.0,10.0,11.0,6.0,5.0,7.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,2.0,6.0,5.0,7.0
Borderlands 2,0.0,7.0,6.0,8.0,9.0,8.0,8.0,6.0,7.0,6.0,6.0,8.0,11.0,12.0,10.0,10.0,8.0,12.0,9.0,10.0,11.0,11.0,9.0,7.0,8.0,10.0,11.0,12.0,11.0,11.0,13.0,9.0,9.0,9.0,7.0,9.0,10.0,8.0,16.0,27.0,17.0,61.0,25.0,16.0,24.0,11.0,7.0,5.0,4.0,8.0,13.0,7.0,24.0,21.0,9.0,10.0,7.0,6.0,7.0,10.0,10.0,9.0,10.0
Borderlands 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,22.0,1.0,1.0,5.0,648.0,91.0,27.0,31.0,17.0,20.0,53.0,40.0,25.0,23.0,16.0,13.0,26.0,12.0,14.0,15.0,18.0,16.0,20.0
Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0
