name,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01
7 Days to Die,648.0,470.0,500.0,806.0,731.0,4570.0,15852.0,8906.0,5710.0,5445.0,5448.0,1421.0,7443.0,4718.0,3972.0,3348.0,4606.0,5727.0,7513.0,5402.0,4128.0,4367.0,4878.0,5095.0,5216.0,4457.0,4329.0,4315.0,4092.0,3814.0,3968.0,3729.0,3250.0,3610.0,4688.0,5100.0,4779.0,3222.0,3344.0,3100.0,3321.0,3393.0,3635.0,3386.0,2672.0,5263.0,5350.0,4728.0,4862.0,4076.0,4549.0,4273.0,5038.0,4376.0,7401.0,6339.0,6093.0,5903.0,6878.0,6941.0,8506.0,6577.0,5515.0
A Way Out,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13257.0,8928.0,3067.0,1921.0,1308.0,1065.0,813.0,559.0,692.0,827.0,1031.0,908.0,1202.0,1020.0,875.0,790.0,647.0,829.0,575.0,407.0,588.0,764.0,735.0,685.0,850.0,1442.0,1492.0,1547.0,2031.0,1564.0,1684.0,1235.0,3416.0,2698.0,2886.0,2546.0,3442.0
ARK: Survival Evolved,5221.0,4812.0,3985.0,2688.0,3552.0,3545.0,3251.0,2903.0,3857.0,2673.0,2635.0,877.0,13481.0,10107.0,6347.0,5949.0,7410.0,9399.0,9738.0,8949.0,10985.0,8421.0,8098.0,13294.0,12631.0,9617.0,10125.0,9339.0,8762.0,10332.0,9545.0,5924.0,4872.0,4674.0,9748.0,7277.0,7082.0,5023.0,6080.0,6169.0,6218.0,7903.0,7930.0,6344.0,4439.0,3605.0,3997.0,4301.0,5221.0,5875.0,8528.0,6773.0,6350.0,9321.0,8104.0,7839.0,7854.0,9135.0,11614.0,13631.0,18593.0,15356.0,13049.0
American Truck Simulator,37.0,3354.0,1374.0,851.0,923.0,968.0,892.0,759.0,671.0,610.0,741.0,204.0,913.0,800.0,675.0,657.0,970.0,1114.0,1228.0,964.0,882.0,934.0,1500.0,1268.0,1558.0,1256.0,1295.0,1218.0,1304.0,1446.0,1801.0,1480.0,1454.0,2178.0,1688.0,1817.0,1632.0,1472.0,1548.0,1394.0,1519.0,2299.0,2188.0,1545.0,1397.0,1399.0,1607.0,2049.0,1887.0,1593.0,1902.0,2114.0,1727.0,1520.0,2290.0,1777.0,1726.0,2094.0,2370.0,2839.0,2808.0,2666.0,2624.0
Amnesia: Collection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,60.0,139.0,84.0,44.0,48.0,52.0,176.0,219.0,151.0,78.0,6081.0,1175.0,474.0,466.0,428.0,451.0,356.0,366.0,288.0,286.0,422.0,337.0,666.0,341.0,296.0,306.0,218.0,313.0,304.0,257.0,266.0,260.0,231.0,187.0,307.0,186.0,179.0,200.0,167.0,273.0,261.0,357.0,350.0,491.0,346.0,346.0,896.0,763.0,313.0,515.0,296.0,320.0
Among Us,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,28.0,24.0,20.0,46.0,61.0,38.0,29.0,39.0,33.0,144.0,309.0,383.0,575.0,1100.0,1118.0,2716.0,42369.0,210367.0,203761.0,127098.0,94562.0,73537.0,43961.0,37188.0
Animal Crossing: New Horizons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,29830.0,27667.0,19031.0,12631.0,12391.0,9041.0,7501.0,9325.0,8201.0,9559.0,9388.0,8584.0,10921.0
Anthem,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14031.0,36759.0,14905.0,2835.0,1512.0,882.0,694.0,1233.0,763.0,560.0,610.0,785.0,730.0,692.0,539.0,458.0,527.0,399.0,438.0,571.0,449.0,347.0,553.0,451.0,605.0,606.0,407.0
Apex Legends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464568.0,307220.0,188728.0,128788.0,104034.0,145039.0,121311.0,87362.0,118401.0,74016.0,78034.0,92336.0,136738.0,121535.0,90058.0,120051.0,103502.0,107656.0,113412.0,95760.0,109353.0,156195.0,136363.0,156230.0,204977.0,210520.0
Arma 3,3458.0,3132.0,2864.0,2886.0,3487.0,3722.0,3987.0,3633.0,3371.0,3280.0,3527.0,1263.0,5169.0,3907.0,3488.0,3170.0,3854.0,4117.0,4116.0,3365.0,3265.0,3063.0,3305.0,3753.0,3760.0,3136.0,3554.0,4165.0,3901.0,3775.0,4262.0,3626.0,3092.0,2938.0,2621.0,3032.0,3533.0,3159.0,3232.0,3193.0,3238.0,3278.0,3733.0,3330.0,2782.0,2497.0,2156.0,2406.0,2937.0,2667.0,2906.0,2984.0,2921.0,2400.0,2493.0,2679.0,2569.0,2653.0,2597.0,2440.0,2928.0,2730.0,2857.0
Art,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3385.0,15007.0,15738.0,17129.0,19487.0,18206.0,20143.0,19847.0,20418.0,19602.0,19389.0,19238.0,18112.0,19124.0,19472.0,20109.0,22639.0,20448.0,25863.0,25855.0,27076.0,25150.0,28051.0,28577.0,29606.0,32402.0,32132.0,34079.0,39591.0,38254.0,40818.0
