name,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01
60 Seconds!,21541.0,187.0,20920.0,310.0,37.0,307.0,32522.0,56520.0,1452.0,1278.0,715.0,1340.0,3206.0,28079.0,32666.0,17443.0,14390.0,27538.0,23020.0,26580.0,19764.0,46.0,453.0,23577.0,1011.0,86.0,35551.0,87.0,210.0,1328.0,256.0,992.0,181.0,61.0,217.0,173.0,81.0,1454.0,14611.0,22.0,474.0,0.0,40972.0,22411.0,613.0,26582.0,52.0,160.0,5058.0,207.0,1011.0,67.0,60.0,53.0,281.0,269.0,19661.0,2121.0,50.0,65.0,72004.0,1749.0,1169.0
A Hat in Time,86881.0,163.0,24.0,18.0,45.0,18.0,8.0,11.0,46.0,26.0,14.0,11.0,13.0,30.0,0.0,34.0,13.0,0.0,32.0,375.0,703.0,27007.0,1492.0,22610.0,20937.0,653.0,6209.0,1497.0,660.0,162851.0,3272.0,4515.0,6782.0,5720.0,837.0,3072.0,293.0,476.0,2775.0,9693.0,7223.0,4528.0,1054.0,373.0,5538.0,6008.0,490.0,3053.0,101993.0,433.0,373.0,408.0,1935.0,286.0,694.0,505.0,339.0,767.0,1021.0,1000.0,335.0,1215.0,951.0
A Way Out,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106313.0,32053.0,2693.0,8325.0,3629.0,2441.0,1817.0,758.0,759.0,4658.0,27384.0,1041.0,4634.0,57875.0,6169.0,1551.0,2663.0,6098.0,1346.0,666.0,7639.0,5388.0,3793.0,2914.0,12233.0,5023.0,11753.0,33022.0,2735.0,2080.0,2269.0,2144.0,5209.0,13420.0,11570.0,3936.0,31117.0
ADR1FT,0.0,0.0,29036.0,800.0,681.0,16.0,482.0,286.0,13.0,65.0,350.0,16.0,1359.0,63.0,25.0,1685.0,13.0,16.0,17.0,8.0,13.0,3.0,14.0,93.0,1124.0,7.0,15.0,13.0,5.0,12.0,6.0,52.0,15.0,0.0,2.0,0.0,168.0,28.0,18.0,12.0,18.0,16.0,222.0,7.0,14.0,13.0,921.0,9.0,3.0,6.0,5.0,18.0,21.0,22.0,0.0,25.0,143.0,6.0,8.0,18.0,42.0,5.0,23.0
AMID EVIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,160.0,175.0,154.0,82.0,40.0,62.0,14.0,142.0,2573.0,419.0,14.0,14.0,17.0,11.0,23230.0,22307.0,4688.0,160.0,99.0,172.0,4875.0,137540.0,146.0,46.0,636.0,437.0,400.0,1074.0,24.0,116.0,270.0,161.0,39.0,550.0,86.0,25.0
ARAYA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26405.0,4784.0,1570.0,1209.0,16324.0,21415.0,34.0,84.0,31.0,146.0,1219.0,1318.0,227.0,154.0,53.0,9.0,188.0,457.0,3193.0,66.0,155.0,91.0,160.0,285.0,392.0,2735.0,39.0,13116.0,2490.0,128.0,191.0,30.0,32.0,194.0,61.0,103.0,35.0,269.0,50.0,146.0,0.0,27.0,378.0,112.0,49.0,234.0,35.0,679.0,38.0,0.0,41.0,61.0,47.0
ARK: Survival Evolved,8492.0,10555.0,49654.0,6489.0,5918.0,7215.0,5583.0,2612.0,35073.0,3222.0,13404.0,4362.0,17864.0,13352.0,2325.0,2619.0,5736.0,2720.0,2307.0,51355.0,11788.0,21300.0,3663.0,48383.0,4732.0,3397.0,3014.0,3142.0,2574.0,22899.0,5732.0,24782.0,18789.0,2616.0,35865.0,10383.0,2078.0,5944.0,3394.0,3783.0,2145.0,11431.0,7654.0,13662.0,1431.0,1476.0,25377.0,2114.0,6138.0,10857.0,5714.0,4142.0,6052.0,15984.0,17509.0,3517.0,4792.0,3960.0,25049.0,13451.0,3211.0,3017.0,8215.0
ARMS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,18693.0,40606.0,7895.0,5446.0,4158.0,354.0,4819.0,3345.0,6745.0,6806.0,5477.0,3849.0,948.0,3842.0,72.0,2306.0,1088.0,1075.0,306.0,70.0,37.0,77.0,270.0,51.0,5930.0,114.0,46.0,2865.0,428.0,16.0,79.0,31.0,24.0,455.0,1819.0,4667.0,224.0,638.0,60.0,1073.0,36.0,2902.0,63.0,43.0,30.0,44.0,42.0
ASTRONEER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34092.0,22676.0,1935.0,1148.0,1305.0,1083.0,298.0,304.0,246.0,913.0,165.0,227.0,3062.0,17043.0,7059.0,1966.0,1111.0,1331.0,9240.0,30118.0,276.0,387.0,4329.0,386.0,142.0,16134.0,11163.0,6117.0,9225.0,5033.0,1349.0,825.0,590.0,491.0,265.0,1283.0,1569.0,4145.0,2923.0,684.0,2028.0,5252.0,4549.0,15102.0,14670.0,948.0,9198.0,629.0,716.0,873.0,527.0,672.0
ATOMEGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34280.0,25.0,454.0,14.0,11.0,0.0,22.0,0.0,10.0,0.0,7.0,13.0,0.0,0.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,6.0,7.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
