name,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01
60 Seconds!,21550.0,7619.0,20963.0,10818.0,1306.0,2562.0,32505.0,56904.0,12737.0,9581.0,5297.0,9411.0,11767.0,28333.0,31311.0,17443.0,13167.0,27963.0,22822.0,25629.0,18358.0,3037.0,10458.0,23476.0,17611.0,6505.0,32289.0,6138.0,9110.0,10588.0,2530.0,18245.0,3717.0,698.0,461.0,1978.0,8088.0,1453.0,14613.0,6400.0,474.0,7135.0,41049.0,23955.0,6355.0,28116.0,1227.0,2463.0,6344.0,2172.0,9163.0,9496.0,9162.0,9407.0,5065.0,22408.0,19210.0,10584.0,32943.0,9686.0,75607.0,19721.0,13568.0
7 Days to Die,4405.0,3812.0,4817.0,3993.0,4507.0,5047.0,36862.0,22516.0,2036.0,5308.0,3579.0,3956.0,23043.0,2050.0,2524.0,2814.0,3051.0,13888.0,29245.0,4604.0,2598.0,5600.0,7900.0,39478.0,3765.0,4777.0,1889.0,8754.0,7885.0,3807.0,3218.0,6816.0,2131.0,1860.0,8877.0,25079.0,14526.0,5475.0,4767.0,1100.0,9592.0,2692.0,28001.0,5491.0,16554.0,19611.0,20463.0,27020.0,6825.0,5467.0,12573.0,10050.0,4175.0,34546.0,23930.0,12154.0,9943.0,11121.0,10068.0,9909.0,26704.0,4592.0,15201.0
A Hat in Time,91954.0,165.0,74.0,32.0,104.0,16.0,7.0,12.0,82.0,27.0,20.0,8.0,13.0,30.0,14.0,32.0,24.0,12.0,32.0,375.0,703.0,28625.0,1484.0,23058.0,18435.0,647.0,6146.0,1511.0,4990.0,173228.0,3719.0,4007.0,8015.0,5746.0,5495.0,3146.0,2818.0,2106.0,2927.0,9716.0,7467.0,5762.0,1068.0,387.0,5615.0,6002.0,484.0,3135.0,116034.0,3205.0,1208.0,1491.0,1952.0,998.0,917.0,3567.0,399.0,2297.0,1021.0,999.0,468.0,2279.0,959.0
A Plague Tale: Innocence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,801.0,2.0,273.0,63953.0,27329.0,1829.0,774.0,1636.0,1889.0,5688.0,3831.0,1309.0,3836.0,3378.0,6155.0,4984.0,5323.0,12495.0,2601.0,2858.0,7609.0,8421.0,5582.0,1929.0,1083.0,3498.0
A Way Out,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,4.0,41.0,0.0,0.0,233484.0,32309.0,14425.0,8362.0,3673.0,2703.0,1763.0,2730.0,10853.0,4677.0,28400.0,21762.0,21594.0,57883.0,6234.0,1548.0,2759.0,14302.0,2226.0,3873.0,7563.0,5385.0,3901.0,3222.0,12442.0,34122.0,13817.0,33036.0,19976.0,6849.0,5824.0,7048.0,14896.0,51334.0,14118.0,25153.0,31212.0
AMID EVIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,151.0,175.0,161.0,78.0,43.0,62.0,13.0,133.0,2573.0,418.0,14.0,14.0,15.0,11.0,21939.0,22259.0,6056.0,160.0,99.0,174.0,4875.0,151861.0,977.0,46.0,636.0,437.0,400.0,1072.0,345.0,134.0,499.0,171.0,39.0,528.0,2126.0,25.0
ARAYA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28289.0,7237.0,12197.0,2047.0,16205.0,21406.0,2044.0,1977.0,9970.0,635.0,1165.0,1302.0,231.0,899.0,180.0,323.0,525.0,500.0,3193.0,2664.0,2095.0,13200.0,199.0,2818.0,1411.0,2627.0,2239.0,13127.0,2483.0,132.0,255.0,110.0,2399.0,10565.0,261.0,224.0,260.0,387.0,1895.0,459.0,260.0,11133.0,1126.0,818.0,668.0,8260.0,305.0,678.0,91.0,32.0,98.0,251.0,2704.0
ARK: Survival Evolved,19486.0,10969.0,51065.0,7857.0,9510.0,7525.0,7828.0,5329.0,41935.0,4085.0,14169.0,6244.0,18756.0,13840.0,5339.0,4114.0,6045.0,13626.0,7819.0,51549.0,21882.0,19583.0,4938.0,57668.0,15455.0,13463.0,12996.0,18682.0,9528.0,28635.0,40648.0,27787.0,19749.0,6581.0,44680.0,45885.0,9817.0,8805.0,5162.0,4666.0,5442.0,14549.0,10695.0,31947.0,13228.0,5052.0,25600.0,33736.0,41684.0,40993.0,23061.0,12957.0,20631.0,32686.0,18359.0,5719.0,5353.0,5816.0,27252.0,14509.0,12065.0,386433.0,95571.0
ARMS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,20060.0,40901.0,7904.0,5505.0,5643.0,723.0,4769.0,3042.0,6793.0,6803.0,5476.0,4278.0,948.0,3842.0,916.0,2315.0,1088.0,1078.0,309.0,421.0,56.0,77.0,270.0,90.0,5965.0,218.0,47.0,3009.0,428.0,55.0,66.0,4743.0,330.0,461.0,1843.0,4869.0,223.0,638.0,259.0,1073.0,46.0,2903.0,63.0,69.0,63.0,47.0,874.0
ASTRONEER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,64365.0,29721.0,4858.0,1779.0,1283.0,1087.0,297.0,2738.0,3047.0,1155.0,1555.0,825.0,11282.0,19321.0,22482.0,2713.0,1132.0,1338.0,9258.0,28867.0,282.0,2760.0,12197.0,9332.0,1857.0,16084.0,30583.0,6420.0,9228.0,5036.0,1423.0,953.0,1256.0,8450.0,317.0,3563.0,2439.0,11994.0,3039.0,695.0,16955.0,14594.0,8244.0,15171.0,14736.0,1733.0,14255.0,1324.0,4868.0,1487.0,3677.0,693.0
Absolver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,3361.0,48064.0,4272.0,213.0,69.0,2249.0,231.0,58.0,169.0,99.0,78.0,725.0,1004.0,449.0,1561.0,856.0,94.0,162.0,958.0,57.0,54.0,356.0,43.0,106.0,39.0,104.0,835.0,598.0,99.0,56.0,102.0,35.0,1842.0,79.0,281.0,33.0,239.0,4170.0,754.0,35.0,87.0,103.0,723.0,1234.0,191.0
ActRaiser 2,575.0,424.0,1431.0,81.0,183.0,1.0,6.0,78.0,189.0,2.0,50.0,437.0,1049.0,99.0,6.0,25.0,7.0,7.0,14.0,324.0,353.0,1261.0,298.0,192.0,283.0,390.0,60.0,85.0,184.0,224.0,525.0,576.0,288.0,212.0,45.0,330.0,156398.0,81.0,199.0,273.0,89.0,64.0,37.0,339.0,394.0,2678.0,0.0,120.0,87.0,288.0,235.0,396.0,47.0,43.0,335.0,75.0,255.0,29.0,29.0,117.0,49.0,9.0,98.0
Adventure Island: The Beginning,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163534.0,0.0,0.0,0.0,7.0,4.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Age of Empires II,1427.0,1980.0,967.0,1412.0,750.0,7631.0,7397.0,1284.0,4629.0,2369.0,2414.0,9127.0,4129.0,4210.0,4339.0,4203.0,1864.0,2124.0,5272.0,3502.0,4543.0,2823.0,5401.0,6615.0,13527.0,9239.0,8032.0,37601.0,9564.0,6934.0,45645.0,18771.0,7258.0,11353.0,13929.0,7013.0,7888.0,12274.0,8566.0,18811.0,6297.0,7866.0,6568.0,5719.0,11904.0,13413.0,13776.0,12453.0,3865.0,2213.0,5138.0,3324.0,2851.0,364.0,394.0,13560.0,13958.0,65918.0,17803.0,33090.0,27875.0,31400.0,71248.0
