name,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01
Agrou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,211.0,49.0,60.0,131.0,14.0,15.0,0.0,2.0
Albion Online,4.0,0.0,1.0,0.0,0.0,0.0,0.0,238.0,6.0,0.0,0.0,0.0,0.0,0.0,340.0,23.0,14.0,5.0,570.0,47.0,59.0,6.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,18.0,16.0,10.0,51.0,12.0,7.0,6.0,4.0,8.0,10.0,13.0,15.0,20.0,22.0,16.0,18.0,34.0,27.0,23.0,10.0,12.0,10.0,10.0,25.0
Always On,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,741.0,406.0,41.0,316.0,184.0,7.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
American Truck Simulator,0.0,188.0,15.0,4.0,4.0,2.0,8.0,14.0,1.0,2.0,6.0,1.0,2.0,12.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,16.0,2.0,1.0,0.0,1.0,2.0,7.0,3.0,6.0,3.0,2.0,4.0,1.0,5.0,2.0,2.0,1.0,2.0,3.0,30.0,11.0,17.0,9.0,4.0,2.0,5.0,6.0,3.0,2.0,4.0,11.0,8.0,5.0,19.0,7.0
Amnesia: Rebirth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,46.0,5.0,2.0,1.0,2.0
Among Us,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,561.0,6383.0,4695.0,8656.0,5996.0,6117.0,1915.0,1599.0
Ancestors: The Humankind Odyssey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,197.0,1.0,0.0,6.0,5.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,117.0,0.0,0.0,0.0,1.0,1.0,1.0
Animal Crossing: New Horizons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3747.0,4204.0,1830.0,826.0,495.0,210.0,219.0,244.0,258.0,281.0,306.0,306.0,370.0
Anno 1800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,471.0,106.0,6.0,35.0,8.0,7.0,1.0,0.0,4.0,577.0,177.0,137.0,8.0,5.0,11.0,7.0,14.0,2.0,12.0,62.0,5.0,28.0,12.0,30.0
Anthem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,801.0,154.0,24.0,6.0,1.0,0.0,11.0,7.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Apex Legends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8672.0,2391.0,1129.0,570.0,476.0,1735.0,1012.0,581.0,2002.0,670.0,627.0,713.0,2181.0,1186.0,975.0,1833.0,1363.0,1052.0,1056.0,992.0,851.0,2391.0,1348.0,1231.0,4592.0,3386.0
Arma 3,0.0,225.0,260.0,248.0,247.0,252.0,325.0,589.0,359.0,339.0,206.0,193.0,319.0,328.0,394.0,148.0,237.0,160.0,152.0,67.0,66.0,87.0,75.0,116.0,99.0,121.0,92.0,101.0,96.0,162.0,181.0,127.0,54.0,54.0,50.0,45.0,75.0,81.0,70.0,82.0,64.0,62.0,50.0,57.0,62.0,49.0,51.0,56.0,69.0,88.0,99.0,125.0,96.0,70.0,52.0,40.0,36.0,42.0,82.0,72.0,74.0,74.0,77.0
Art,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,89.0,141.0,104.0,85.0,101.0,137.0,145.0,137.0,137.0,136.0,128.0,140.0,164.0,112.0,153.0,174.0,234.0,283.0,693.0,487.0,295.0,284.0,257.0,282.0,389.0,456.0,319.0,546.0,657.0,734.0
Artifact,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,145.0,23.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
As Far As The Eye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,434.0,0.0,1.0,0.0,0.0,0.0,0.0
Assassin's Creed Valhalla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3676.0,205.0,86.0,56.0,54.0
Assassin's Creed: Odyssey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,841.0,54.0,35.0,28.0,21.0,13.0,30.0,32.0,18.0,22.0,13.0,9.0,6.0,5.0,11.0,46.0,10.0,18.0,125.0,1361.0,87.0,41.0,22.0,20.0,21.0,31.0,10.0,6.0,7.0,10.0
Assassin's Creed: Origins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,219.0,28.0,39.0,9.0,36.0,11.0,5.0,9.0,6.0,5.0,7.0,4.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,16.0,14.0,21.0,15.0,8.0,4.0,5.0,8.0,5.0,2.0,2.0,3.0,4.0
Atlas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1408.0,880.0,150.0,6.0,26.0,60.0,44.0,18.0,3.0,1.0,20.0,19.0,193.0,45.0,6.0,7.0,2.0,1.0,1.0,164.0,10.0,4.0,3.0,11.0,4.0,10.0,7.0,3.0
Baldur's Gate 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,654.0,39.0,1.0,1.0,2.0,3.0
Battalion 1944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,113.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,404.0,263.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battleborn,0.0,0.0,1.0,43.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battlefield 1,0.0,0.0,0.0,0.0,0.0,3.0,77.0,101.0,135.0,479.0,254.0,128.0,96.0,73.0,102.0,56.0,54.0,37.0,43.0,27.0,42.0,18.0,15.0,13.0,32.0,18.0,12.0,15.0,35.0,20.0,16.0,18.0,12.0,11.0,31.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0
Battlefield 4,13.0,24.0,22.0,17.0,33.0,29.0,26.0,28.0,20.0,10.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,9.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0
Battlefield V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,21.0,22.0,185.0,0.0,511.0,201.0,181.0,24.0,256.0,105.0,19.0,32.0,18.0,18.0,13.0,24.0,23.0,35.0,28.0,31.0,22.0,15.0,12.0,15.0,9.0,9.0,16.0,18.0,20.0,19.0,25.0,25.0,31.0
Battlerite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,95.0,6.0,9.0,9.0,15.0,27.0,12.0,14.0,22.0,11.0,2.0,16.0,8.0,88.0,24.0,8.0,12.0,72.0,28.0,11.0,25.0,16.0,11.0,11.0,17.0,7.0,2.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,9.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0
Battlerite Royale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,935.0,298.0,263.0,7.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,2.0,0.0,38.0,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beat Saber,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,7.0,6.0,27.0,5.0,5.0,12.0,13.0,8.0,5.0,3.0,4.0,240.0,59.0,15.0,9.0,28.0,11.0,48.0,69.0,54.0,16.0,28.0,12.0,15.0,13.0,17.0,9.0,34.0,12.0,23.0
Beyond: Two Souls,0.0,0.0,2.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,66.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,7.0,1.0,5.0,1.0,25.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,61.0,7.0,3.0,0.0,28.0,3.0,2.0,6.0,3.0,23.0,17.0,38.0,33.0,4.0,16.0,3.0,10.0,21.0,9.0,8.0
Black Desert Online,0.0,47.0,157.0,54.0,31.0,14.0,19.0,9.0,6.0,6.0,7.0,21.0,29.0,17.0,17.0,15.0,31.0,63.0,66.0,38.0,28.0,26.0,25.0,25.0,37.0,40.0,47.0,48.0,52.0,52.0,38.0,32.0,35.0,25.0,21.0,26.0,44.0,28.0,38.0,41.0,48.0,53.0,91.0,69.0,38.0,32.0,21.0,32.0,43.0,53.0,86.0,89.0,79.0,62.0,39.0,47.0,97.0,61.0,57.0,104.0,102.0,110.0,218.0
Blackwake,0.0,0.0,0.0,0.0,7.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blade & Soul,162.0,106.0,42.0,27.0,13.0,8.0,8.0,6.0,8.0,7.0,5.0,5.0,7.0,9.0,7.0,7.0,4.0,4.0,3.0,3.0,7.0,6.0,5.0,5.0,6.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,5.0,6.0,4.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,6.0,3.0,3.0,5.0,5.0,5.0,6.0,6.0
Blasphemous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,142.0,8.0,0.0,1.0,17.0,18.0,1.0,0.0,1.0,0.0,0.0,5.0,7.0,2.0,1.0,2.0,3.0,1.0,7.0
Bless Online,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,95.0,78.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bloodborne,34.0,4.0,12.0,7.0,10.0,8.0,3.0,11.0,7.0,3.0,17.0,3.0,30.0,14.0,3.0,8.0,6.0,8.0,16.0,4.0,23.0,9.0,15.0,18.0,52.0,3.0,31.0,14.0,16.0,12.0,9.0,3.0,3.0,2.0,5.0,9.0,41.0,40.0,20.0,7.0,6.0,6.0,12.0,13.0,2.0,92.0,81.0,8.0,493.0,35.0,23.0,34.0,24.0,35.0,12.0,41.0,11.0,11.0,36.0,24.0,21.0,30.0,19.0
Bloodstained: Ritual of the Night,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Board Games Live,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,26.0,11.0,16.0,22.0,20.0,15.0,20.0,15.0,36.0,73.0,57.0,62.0,77.0,93.0,56.0,53.0,0.0,17.0,34.0,54.0,29.0,40.0,65.0,46.0,50.0,46.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Borderlands 2,0.0,1.0,1.0,1.0,0.0,2.0,4.0,2.0,2.0,4.0,1.0,2.0,25.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,8.0,1.0,2.0,1.0,3.0,6.0,9.0,5.0,3.0,4.0,12.0,6.0,2.0,3.0,18.0,4.0,15.0,77.0,17.0,159.0,21.0,11.0,11.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,4.0,8.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0
Borderlands 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,85.0,11.0,0.0,48.0,1068.0,220.0,40.0,29.0,33.0,12.0,32.0,26.0,19.0,11.0,10.0,10.0,29.0,6.0,24.0,11.0,84.0,14.0,15.0
Bridge Constructor Portal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
