viewminutes,streamedminutes,maxchannels,uniquechannels,avgchannels,maxviewers,avgviewers,avgratio,rownum,changeuniquechannels,changeviewerminutes,changestreamedminutes,changeaverageviewers,changemaxviewers,changeaveragechannels,changemaxchannels,changeaverageratio,viewsgained,followersgained,previousviewminutes,previousstreamedminutes,previousmaxchannels,previousuniquechannels,previousavgchannels,previousmaxviewers,previousavgviewers,previousavgratio,fphs,vphs,id,name,logo,url,baseOnly,country,year,month
1252595400,10036200,800,37069,225,397002,28097,124.81,1,,,,,,,,,0,0,,,,,,,0,,,,46369,Just Chatting,https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100,Just_Chatting,False,220,2021,january
798430500,3498960,376,5787,78,162172,17910,228.19,2,,,,,,,,,0,0,,,,,,,0,,,,78,Rust,https://static-cdn.jtvnw.net/ttv-boxart/Rust-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100,Rust,False,220,2021,january
551057940,6146160,869,16384,137,216552,12361,89.66,3,,,,,,,,,0,0,,,,,,,0,,,,58768,FIFA 21,https://static-cdn.jtvnw.net/ttv-boxart/FIFA%2021-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100,FIFa_21,False,220,2021,january
444521400,9991020,759,19326,224,36120,9971,44.49,4,,,,,,,,,0,0,,,,,,,0,,,,2,League of Legends,https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100,League_of_Legends,False,220,2021,january
424283400,7065660,568,13363,158,62420,9517,60.05,5,,,,,,,,,0,0,,,,,,,0,,,,24,Grand Theft Auto V,https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100,Grand_Theft_Auto_V,False,220,2021,january
309823800,10972440,765,31766,246,64923,6949,28.24,6,,,,,,,,,0,0,,,,,,,0,,,,8375,Fortnite,https://static-cdn.jtvnw.net/ttv-boxart/Fortnite-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100,Fortnite,False,220,2021,january
285238740,9892920,875,17791,221,78244,6398,28.83,7,,,,,,,,,0,0,,,,,,,0,,,,51007,Call of Duty: Warzone,https://static-cdn.jtvnw.net/ttv-boxart/./Call%20of%20Duty:%20Warzone-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100,Call_of_Duty_Modern_Warfare,False,220,2021,january
226458540,7016940,529,22806,157,51877,5079,32.27,8,,,,,,,,,0,0,,,,,,,0,,,,12,Minecraft,https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100,Minecraft,False,220,2021,january
211852740,4268640,387,4605,95,48284,4752,49.63,9,,,,,,,,,0,0,,,,,,,0,,,,22840,Escape From Tarkov,https://static-cdn.jtvnw.net/ttv-boxart/Escape%20From%20Tarkov-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100,Escape_From_Tarkov,False,220,2021,january
155432820,6726480,822,9871,150,13806,3486,23.11,10,,,,,,,,,0,0,,,,,,,0,,,,79,World of Warcraft,https://static-cdn.jtvnw.net/ttv-boxart/World%20of%20Warcraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100,World_of_Warcraft,False,220,2021,january
151892040,2195820,352,10519,49,97057,3407,69.17,11,,,,,,,,,0,0,,,,,,,0,,,,47418,Among Us,https://static-cdn.jtvnw.net/ttv-boxart/Among%20Us-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100,among_Us,False,220,2021,january
